SampleName	PD	Chao1	ObservedOTUs	iteration	Depth
Sample5BTea	64.05057	913.8	531	9	40
Sample5BXXX	62.48968	903.563218391	560	9	40
Sample5BYes	65.24352	1000.73863636	585	9	40
Sample5CYes	77.74343	1057.25	696	9	40
Sample5CZeb	68.96229	1088.57894737	629	9	40
Sample6ARem	64.96872	968.5	589	9	50
Sample6ASea	60.96395	759.875	518	9	50
Sample6ATea	68.18604	929.041237113	603	9	50
Sample6BRem	69.59397	998.505617978	626	9	50
Sample6BSea	63.09294	990.666666667	559	9	50
Sample6BTea	70.27363	894.367346939	609	9	50
SampleFiEas	67.32697	1035.5	638	9	40
SampleFiiEas	71.68879	1131.11111111	679	9	40
SampleFiiiRem	55.73011	660.549019608	408	9	60
SampleFiiiYes	64.11011	915.512195122	551	9	50
SampleFiiOne	65.75414	1058.34831461	610	9	40
SampleFiiWes	76.29834	1227.703125	756	9	40
SampleFiOne	64.35787	1030.0952381	631	9	40
SampleFivSea	62.40007	833.378787879	475	9	60
SampleFivTea	49.64774	571.548387097	384	9	60
SampleFiWes	65.70428	866.78313253	555	9	40
SampleFiXXX	66.08093	966.545454545	597	9	50
SampleFiYes	63.86086	936.304347826	531	9	50
SampleFiZeb	66.01155	991.542168675	589	9	50
SampleFviiiXXX	63.83275	922.092105263	551	9	50
SampleFviiSea	55.14609	688.551724138	420	9	60
SampleFviZeb	64.73932	944.012048193	575	9	50
SampleFvRem	53.1771	653.050847458	395	9	60
SampleFvTea	49.62915	526.357142857	360	9	60
Samplep1bEJP	66.68734	1095.10526316	654	9	20
Samplep2aEJP	64.06823	995.14159292	647	9	20
Samplep3cEJP	60.64793	1156.65822785	604	9	20
